FILE_VERSION	2.0.0
NO_OF_FRAMES	3000
NO_OF_CAMERAS	2
NO_OF_MARKERS	2
FREQUENCY	100
DESCRIPTION	--
TIME_STAMP	2025-10-14, 16:42:26.383	573089.07003480
DATA_INCLUDED	3D
MARKER_NAMES	New 0000	New 0001
TRAJECTORY_TYPES	Measured	Measured
146.967	122.256	256.731	148.759	128.206	613.542
147.165	121.611	261.268	148.668	127.837	617.336
147.048	121.898	265.524	148.676	127.611	620.585
147.128	121.829	270.286	148.707	127.447	623.914
147.243	121.438	274.576	148.485	126.915	627.296
147.363	122.099	278.818	148.468	126.700	629.785
147.471	121.605	283.038	148.420	126.327	632.043
147.329	121.680	287.658	148.573	126.284	634.006
147.373	121.596	291.908	148.609	126.123	635.612
147.521	121.745	296.031	148.774	126.120	636.416
147.410	121.546	300.105	148.906	126.150	637.458
147.381	121.720	304.053	148.970	126.064	638.283
147.285	122.379	307.994	148.919	125.797	638.843
147.383	121.806	311.289	149.042	125.818	639.092
147.413	121.899	314.629	149.083	125.715	639.081
147.411	121.843	317.479	149.144	125.597	638.897
147.084	122.828	320.331	148.993	125.106	639.073
147.470	122.704	322.615	149.016	124.862	638.558
147.224	122.781	324.614	149.044	124.718	637.747
147.326	122.579	326.259	149.137	124.692	636.789
147.347	122.877	327.357	149.407	124.828	635.065
147.246	123.565	327.789	150.307	125.987	631.388
147.193	123.637	327.971	149.589	124.650	632.631
147.045	124.084	327.598	149.401	124.137	632.025
147.107	124.343	326.721	149.807	124.648	629.886
147.040	124.093	325.155	150.672	125.925	626.212
147.044	124.910	323.228	150.770	126.006	624.788
147.200	124.351	320.680	150.030	124.909	625.800
147.319	124.985	317.678	149.754	124.548	625.144
147.425	124.803	314.149	150.793	126.315	620.522
147.012	125.392	310.264	149.973	125.145	621.509
147.247	125.057	306.096	149.918	125.271	620.103
146.925	126.049	301.610	149.846	125.314	618.624
146.826	126.070	296.608	149.608	125.136	617.842
146.833	126.526	291.551	149.647	125.288	616.203
146.959	125.484	285.792	149.724	125.378	614.588
146.820	126.438	280.049	149.833	125.478	612.857
146.648	126.726	274.056	149.978	125.664	611.140
146.635	126.894	267.928	150.339	126.144	608.570
146.547	126.664	261.600	150.490	126.415	606.676
146.318	126.768	255.233	150.570	126.632	604.697
146.544	126.083	248.729	150.490	126.732	603.338
146.520	126.908	242.121	150.732	127.432	600.366
146.284	127.569	235.755	150.693	127.779	598.071
146.351	127.623	229.008	150.728	128.226	595.605
146.572	127.456	222.895	150.572	128.549	593.069
146.435	127.681	216.789	150.377	128.840	590.460
146.726	128.061	210.891	150.115	128.948	587.772
146.771	127.824	205.056	150.025	129.269	584.987
146.544	128.577	199.883	149.927	129.557	581.987
146.593	128.719	194.711	149.910	129.791	579.019
146.719	129.201	189.931	150.015	130.056	575.974
147.041	128.622	185.361	150.136	130.298	572.821
147.012	128.801	181.173	150.011	130.235	570.277
146.998	128.996	177.222	150.175	130.782	566.497
146.791	129.827	173.718	150.247	131.267	563.284
146.773	130.340	170.675	150.068	131.324	560.880
146.956	129.939	167.742	149.961	131.635	557.697
146.607	130.768	165.385	149.885	131.924	554.633
146.706	131.297	163.365	150.076	132.653	551.025
146.431	131.547	161.677	150.774	134.280	545.684
146.513	131.685	160.077	149.881	133.115	545.504
146.225	132.104	158.928	149.574	132.919	543.785
146.201	132.444	157.966	150.461	134.763	538.213
146.291	132.659	157.136	150.495	134.826	536.161
146.230	133.635	156.535	149.538	133.025	537.633
146.355	133.646	156.434	149.627	133.061	536.162
146.369	134.023	156.386	149.780	133.340	534.161
146.455	134.480	156.533	149.780	133.380	533.332
146.524	135.127	156.826	149.812	133.662	532.695
146.545	135.708	157.310	149.616	133.657	532.428
146.739	135.503	158.017	149.472	133.797	532.451
146.509	136.589	158.934	149.221	133.706	533.514
146.501	137.172	160.090	149.328	134.047	533.529
146.675	137.347	161.470	150.040	135.418	531.966
146.425	137.754	163.041	149.143	133.769	535.939
146.565	137.646	164.820	149.144	133.648	537.665
146.423	138.012	166.858	150.102	135.094	537.019
146.346	138.242	168.952	150.165	134.939	539.266
146.135	139.341	171.339	149.155	132.876	545.103
145.880	139.325	173.773	149.469	133.127	547.267
145.890	139.808	176.445	150.351	134.456	547.673
145.949	139.903	179.113	150.387	134.377	550.799
145.744	140.582	181.997	149.305	132.467	557.424
145.733	141.141	185.135	149.396	132.632	560.928
145.528	141.164	188.278	150.300	134.320	561.444
145.802	141.365	191.744	149.377	132.876	567.765
145.558	141.560	195.476	149.135	132.452	572.214
145.660	141.321	199.320	150.127	134.045	572.858
145.654	141.854	203.275	150.103	133.896	576.614
145.628	141.758	207.671	149.182	132.139	582.954
145.410	142.481	212.220	149.303	132.066	586.618
145.601	142.011	216.971	150.246	133.375	587.781
145.270	142.655	222.012	150.203	133.136	591.335
145.292	142.773	227.208	149.078	131.193	597.881
145.556	142.006	232.451	149.131	131.254	601.101
145.507	142.085	237.843	149.315	131.481	603.728
145.515	142.040	243.548	149.322	131.456	606.688
145.133	142.403	249.331	149.295	131.424	609.507
144.955	142.344	255.039	149.441	131.728	612.012
145.185	141.421	260.699	149.418	131.646	614.463
144.898	141.678	266.645	149.345	131.600	617.270
144.744	141.468	272.442	149.276	131.622	619.345
144.707	141.295	278.251	149.537	132.156	620.525
144.855	140.363	283.848	149.521	132.149	622.233
