147.305	127.464	538.189	149.502	127.857	93.791
147.338	127.252	540.202	149.459	127.793	95.006
147.386	126.615	541.708	149.462	127.537	96.489
147.254	126.453	542.720	149.464	127.325	98.102
147.141	125.944	543.102	149.473	127.135	100.045
147.175	125.532	543.107	149.464	126.922	102.202
147.337	125.336	542.707	149.412	126.671	104.764
147.450	124.988	541.804	149.345	126.579	107.449
147.551	124.314	540.415	149.381	126.208	110.309
147.566	124.193	538.773	149.353	126.010	113.395
147.908	124.163	536.873	149.236	125.813	116.840
148.132	123.678	534.656	149.204	125.543	120.171
148.177	123.198	532.315	149.158	125.193	123.460
148.246	123.165	530.000	149.029	125.036	127.143
148.587	123.160	527.770	149.029	124.676	130.636
148.806	122.547	525.528	148.924	124.490	134.352
149.208	122.757	523.681	148.934	124.211	137.876
149.226	122.644	521.953	148.770	123.966	141.500
149.474	122.298	520.528	148.767	123.627	144.944
149.647	122.309	519.619	148.660	123.387	148.238
149.898	122.726	519.238	148.607	123.152	151.676
150.070	122.679	519.318	148.567	122.906	154.735
150.286	122.682	519.975	148.519	122.581	157.847
150.446	122.814	521.117	148.443	122.341	160.592
150.608	122.956	522.826	148.500	121.885	163.186
150.592	122.883	525.000	148.383	121.838	165.794
150.663	122.934	527.715	148.367	121.504	168.017
150.785	123.318	530.917	148.373	121.225	170.084
150.702	123.858	534.516	148.374	121.010	172.171
150.919	123.956	538.409	148.333	120.833	174.071
150.924	124.048	542.699	148.318	120.510	175.537
150.711	124.736	547.122	148.329	120.338	177.113
150.718	124.781	551.635	148.397	120.198	178.609
150.541	124.818	556.136	148.335	119.988	179.970
150.339	125.113	560.549	148.401	119.875	181.098
150.092	125.712	564.939	148.400	119.670	182.384
150.139	125.230	568.941	148.414	119.524	183.465
149.610	125.925	572.618	148.460	119.461	184.520
149.429	126.311	575.984	148.510	119.259	185.590
149.371	125.303	578.753	148.502	119.230	186.766
148.933	126.220	581.009	148.525	119.154	187.910
148.899	126.260	582.779	148.551	119.147	188.959
148.476	126.026	583.821	148.591	119.220	190.016
148.452	125.593	584.376	148.625	119.288	191.145
148.414	125.745	584.273	148.612	119.363	192.295
148.163	125.343	583.550	148.659	119.375	193.522
148.000	125.515	582.191	148.724	119.457	194.611
147.761	124.939	580.416	148.750	119.516	195.689
147.891	125.051	578.012	148.782	119.605	196.772
147.547	124.763	575.259	148.801	119.736	197.818
147.597	124.137	572.206	148.793	119.827	198.814
147.494	123.769	568.897	148.823	120.018	199.763
147.223	123.998	565.369	148.834	120.122	200.612
147.154	123.913	561.799	148.884	120.170	201.252
147.453	123.215	558.081	148.822	120.558	201.731
147.232	122.839	554.374	148.824	120.686	202.043
147.122	122.788	550.972	148.763	120.877	202.125
147.443	122.408	547.748	148.769	121.144	201.936
147.332	122.140	544.776	148.713	121.289	201.685
147.505	121.957	542.443	148.711	121.495	200.957
147.556	121.787	540.355	148.724	121.651	200.050
147.750	121.437	538.657	148.632	121.914	198.999
147.923	121.435	537.592	148.643	122.081	197.630
148.020	121.572	536.853	148.570	122.420	195.880
148.156	121.569	536.779	148.536	122.644	193.900
148.434	121.271	536.983	148.510	122.769	191.714
148.551	121.421	537.791	148.477	123.001	189.046
148.951	121.585	539.043	148.415	123.212	186.353
149.134	121.796	540.675	148.324	123.514	183.546
149.354	122.010	542.612	148.343	123.696	180.231
149.387	122.113	544.706	148.298	123.880	176.934
149.623	122.732	546.998	148.214	124.277	173.607
149.644	122.614	549.324	148.266	124.436	169.958
149.779	123.216	551.657	148.214	124.621	166.468
149.692	123.575	553.841	148.227	124.738	162.622
149.769	124.072	555.928	148.162	125.031	159.116
150.175	124.205	557.651	148.199	125.135	155.345
150.121	125.207	559.145	148.190	125.403	151.751
150.330	124.868	560.216	148.179	125.607	148.386
150.175	125.668	560.779	148.211	125.840	145.060
149.959	126.728	560.921	148.238	125.928	141.574
149.948	127.240	560.582	148.243	126.234	138.502
149.996	127.899	559.614	148.249	126.406	135.532
150.065	127.770	558.092	148.236	126.715	132.954
150.069	128.250	556.062	148.330	126.896	130.183
150.081	128.444	553.471	148.307	127.198	127.826
149.804	129.074	550.478	148.312	127.497	125.712
149.662	129.440	547.037	148.334	127.732	123.564
149.670	129.710	543.212	148.426	127.973	121.624
149.821	129.286	539.012	148.513	128.130	119.797
149.834	129.354	534.601	148.570	128.295	118.143
149.548	129.627	530.212	148.599	128.692	116.759
149.508	129.213	525.603	148.737	128.809	115.211
149.229	129.769	521.129	148.746	129.155	113.994
149.291	129.701	516.791	148.799	129.623	112.778
149.014	129.910	512.624	148.919	129.669	111.567
149.011	129.981	508.827	149.031	129.835	110.356
148.866	129.996	505.331	149.089	130.290	109.172
148.635	129.564	502.314	149.131	130.565	108.069
148.494	130.074	499.901	149.137	130.929	107.017
148.151	129.751	497.885	149.264	131.202	105.814
148.216	129.597	496.542	149.409	131.338	104.491
147.916	129.637	495.824	149.434	131.703	103.389
147.920	129.369	495.622	149.441	132.143	102.150
147.707	128.949	496.110	149.443	132.390	101.073
147.765	129.119	497.253	149.586	132.521	99.689
147.674	129.024	498.948	149.582	132.847	98.521
147.600	128.602	501.030	149.583	133.164	97.407
147.589	128.425	503.496	149.624	133.460	96.401
147.537	128.145	506.350	149.620	133.783	95.309
147.676	127.961	509.664	149.625	134.013	94.353
147.705	127.852	513.068	149.624	134.232	93.511
147.801	127.656	516.683	149.638	134.306	93.007
148.053	127.767	520.405	149.619	134.596	92.319
148.198	127.606	523.892	149.583	134.732	92.094
148.392	127.434	527.394	149.606	134.871	91.772
148.428	127.096	530.538	149.588	134.991	91.816
148.681	127.501	533.583	149.495	135.242	92.305
149.003	127.242	536.126	149.469	135.415	92.651
149.093	127.083	538.267	149.376	135.556	93.522
149.269	127.065	540.047	149.362	135.550	94.492
149.567	127.465	541.365	149.296	135.760	95.750
149.764	127.598	542.151	149.333	135.539	97.274
149.828	127.988	542.544	149.261	135.716	99.109
150.184	128.014	542.244	149.216	135.691	101.169
150.220	128.246	541.617	149.239	135.521	103.585
150.585	128.250	540.450	149.155	135.601	106.175
150.785	128.172	539.059	149.114	135.556	108.986
150.884	128.558	537.229	149.080	135.449	111.934
151.001	128.926	535.257	149.108	135.446	115.030
150.936	129.541	533.042	148.978	135.449	118.503
150.960	129.561	530.652	148.980	135.313	121.822
150.960	129.557	528.374	149.063	134.951	125.334
151.053	130.459	526.170	149.018	134.827	128.962
150.659	130.473	524.021	149.015	134.646	132.540
150.759	130.714	522.184	148.950	134.638	136.229
150.823	130.754	520.598	149.032	134.484	139.582
150.814	130.926	519.496	149.009	134.328	143.168
150.771	130.524	518.656	149.012	134.130	146.549
150.729	130.863	518.339	149.066	133.971	149.698
150.490	130.792	518.671	149.093	133.687	152.930
150.142	131.375	519.497	149.107	133.594	155.853
150.176	131.447	520.931	149.102	133.516	158.727
150.153	130.726	522.741	149.209	133.125	161.435
149.715	131.347	525.079	149.214	133.035	163.894
149.288	131.367	528.105	149.280	132.832	166.106
149.449	131.306	531.396	149.409	132.437	168.346
149.223	130.963	535.023	149.404	132.331	170.266
148.992	130.942	539.176	149.463	132.211	172.018
148.724	130.421	543.400	149.459	132.099	173.848
148.599	130.190	547.886	149.578	131.691	175.257
148.337	130.458	552.468	149.557	131.641	176.857
148.229	129.969	556.924	149.614	131.447	178.095
148.119	129.271	561.381	149.604	131.260	179.565
147.888	129.104	565.523	149.616	131.132	180.789
147.718	128.967	569.453	149.666	130.904	182.001
147.690	128.507	573.029	149.691	130.627	183.178
147.458	127.911	576.109	149.612	130.527	184.580
147.523	127.708	578.882	149.609	130.369	185.794
147.270	127.254	580.998	149.616	130.109	186.974
147.297	126.912	582.650	149.587	129.914	188.381
147.284	126.574	583.569	149.542	129.778	189.628
